OrderId,StopSequenceNumber,StopType,CustomerId,LocationId,MinExpectedArrivalTime,MaxExpectedArrivalTime,ActualArrivalTime,DepartureTime,Distance,ChargePerDistanceUnit
000000000008,3,Dropoff,000004,#005,10/19/2021 10:07:34 PM,10/21/2021 1:54:40 AM,,,3635,1
000000000008,4,Dropoff,000002,#0001,10/19/2021 11:49:51 PM,10/21/2021 10:09:16 AM,,,3604,3
000000000008,5,Dropoff,000004,#002,10/21/2021 11:28:46 AM,10/22/2021 6:48:42 PM,,,536,3
000000000008,6,Dropoff,000004,#001,10/21/2021 10:14:59 PM,10/22/2021 10:01:27 PM,10/23/2021 7:23:17 AM,10/23/2021 4:19:49 PM,2396,1
000000000009,1,Pickup,000001,WHSE,10/21/2021 11:27:23 PM,10/24/2021 2:25:54 PM,,,3613,0
000000000009,2,Dropoff,000008,#0002,10/23/2021 12:10:13 AM,10/26/2021 12:41:14 AM,10/24/2021 2:07:08 PM,10/25/2021 9:37:20 PM,565,0
000000000010,1,Pickup,000001,PLANT,10/19/2021 7:40:53 PM,10/20/2021 4:33:30 AM,,,3017,1
000000000010,2,Pickup,000010,HOME,10/20/2021 9:02:40 AM,10/20/2021 5:02:44 PM,,,3434,2
000000000010,3,Carrier-related,,,10/20/2021 12:09:09 PM,10/21/2021 1:41:50 AM,,,3623,3
000000000010,4,Pickup,000001,WHSE,10/20/2021 2:50:50 PM,10/20/2021 5:05:35 PM,,,2978,4
000000000010,5,Dropoff,000010,HOME,10/21/2021 1:40:03 AM,10/21/2021 11:16:03 AM,10/21/2021 3:52:48 PM,10/21/2021 7:34:22 PM,3648,2
000000000011,1,Pickup,000008,WAREHOUSE,10/21/2021 11:13:31 PM,10/26/2021 7:41:41 AM,,,1383,1
000000000011,2,Carrier-related,,,10/22/2021 4:58:33 AM,10/22/2021 10:06:34 PM,,,1590,1
000000000011,3,Dropoff,000004,#001,10/25/2021 6:31:01 PM,10/30/2021 12:19:32 AM,10/25/2021 7:10:28 PM,10/30/2021 3:40:28 AM,2388,4
000000000012,1,Pickup,000004,DC,10/22/2021 4:31:57 PM,10/23/2021 4:31:51 PM,,,282,4
000000000012,2,Pickup,000001,WHSE,10/23/2021 7:03:34 PM,10/24/2021 1:25:01 PM,,,3858,2
000000000012,3,Dropoff,000008,#0004,10/23/2021 10:35:52 PM,10/24/2021 10:02:18 PM,,,3213,2
000000000012,4,Dropoff,000004,#001,10/25/2021 7:36:57 PM,10/26/2021 11:49:49 AM,,,2213,3
000000000012,5,Dropoff,000008,WAREHOUSE,10/26/2021 12:13:41 PM,10/26/2021 12:47:19 PM,,,3284,3
000000000012,6,Pickup,000009,IFMN-PLANT,10/28/2021 3:51:44 AM,10/28/2021 5:20:22 PM,,,208,0
000000000012,7,Pickup,000001,PLANT,10/28/2021 10:51:18 AM,10/28/2021 12:58:01 PM,,,235,1
000000000012,8,Dropoff,000006,#1,10/29/2021 4:49:13 AM,10/29/2021 9:52:40 PM,10/30/2021 12:31:40 PM,10/31/2021 6:49:50 AM,3096,2
000000000013,1,Pickup,000010,HOME,10/22/2021 11:16:55 PM,10/23/2021 2:04:20 AM,,,374,1
000000000013,2,Carrier-related,,,10/23/2021 1:06:39 PM,10/24/2021 5:26:57 AM,,,3274,1
000000000013,3,Other cargo change,000004,DC,10/23/2021 10:29:02 PM,10/24/2021 7:39:32 AM,,,2948,0
000000000013,4,Dropoff,000008,WAREHOUSE,10/24/2021 12:38:47 AM,10/24/2021 9:49:27 PM,10/24/2021 10:29:59 PM,10/25/2021 7:48:11 AM,3607,1
000000000014,1,Pickup,000009,IFMN-PLANT,10/24/2021 5:35:05 AM,10/25/2021 1:58:13 AM,,,1292,0
000000000014,2,Other cargo change,000010,HOME,10/26/2021 5:36:00 AM,10/27/2021 10:09:30 AM,,,3803,1
000000000014,3,Pickup,000009,IFMN-PLANT,10/26/2021 7:10:10 AM,10/26/2021 12:13:30 PM,,,1419,3
000000000014,4,Carrier-related,,,10/27/2021 9:02:22 PM,10/29/2021 5:52:50 AM,,,1376,1
000000000014,5,Pickup,000002,#0001,10/28/2021 5:50:40 PM,10/29/2021 2:31:25 AM,,,2149,0
000000000014,6,Dropoff,000001,PLANT,10/30/2021 12:49:47 PM,10/30/2021 2:07:18 PM,10/31/2021 3:31:16 AM,10/31/2021 12:24:52 PM,2435,3
000000000015,1,Pickup,000010,HOME,10/25/2021 8:36:47 AM,10/25/2021 7:35:03 PM,,,2721,2
000000000015,2,Pickup,000008,WAREHOUSE,10/25/2021 4:35:14 PM,10/26/2021 5:48:46 AM,,,1997,4
000000000015,3,Other cargo change,000004,DC,10/25/2021 8:26:32 PM,10/26/2021 3:54:11 PM,,,325,2
000000000015,4,Dropoff,000008,#0004,10/26/2021 11:49:54 AM,10/26/2021 2:19:12 PM,,,2292,0
000000000015,5,Pickup,000009,IFMN-PLANT,10/27/2021 6:14:56 AM,10/27/2021 6:27:31 PM,,,2570,2
000000000015,6,Pickup,000004,DC,10/27/2021 8:58:59 AM,10/28/2021 5:02:49 AM,,,1026,4
000000000015,7,Pickup,000010,HOME,10/27/2021 5:20:31 PM,10/28/2021 1:42:25 AM,,,1425,3
000000000015,8,Pickup,000008,WAREHOUSE,10/27/2021 7:04:01 PM,10/28/2021 2:43:38 PM,,,1013,2
000000000015,9,Dropoff,000008,#0001,10/28/2021 1:39:59 PM,10/28/2021 2:05:34 PM,10/29/2021 2:08:02 AM,10/29/2021 7:45:34 AM,1232,2
000000000016,1,Pickup,000010,HOME,10/27/2021 6:40:43 PM,10/28/2021 4:00:43 AM,,,777,0
000000000016,2,Other cargo change,000009,IFMN-PLANT,10/28/2021 1:02:57 PM,10/29/2021 9:24:59 PM,,,1471,4
000000000016,3,Dropoff,000008,#0002,10/28/2021 8:11:58 PM,10/30/2021 2:04:50 AM,,,2125,0
000000000016,4,Dropoff,000008,#0003,10/31/2021 5:33:17 AM,11/1/2021 10:41:47 PM,,,3361,4
000000000016,5,Carrier-related,,,10/31/2021 6:53:05 AM,11/1/2021 10:05:17 AM,,,1527,3
000000000016,6,Pickup,000008,WAREHOUSE,10/31/2021 9:35:22 AM,10/31/2021 12:02:05 PM,,,1319,3
000000000016,7,Pickup,000001,WHSE,11/1/2021 2:20:25 AM,11/2/2021 7:12:40 AM,,,2188,4
000000000016,8,Dropoff,000004,DC,11/2/2021 5:50:58 AM,11/3/2021 10:50:22 PM,11/3/2021 4:30:43 PM,11/5/2021 4:56:46 AM,1057,3
000000000017,1,Pickup,000004,DC,10/26/2021 8:26:52 PM,10/28/2021 5:51:40 AM,,,1333,4
000000000017,2,Other cargo change,000001,PLANT,10/27/2021 11:42:39 AM,10/28/2021 5:38:56 AM,,,3652,4
000000000017,3,Dropoff,000008,#0001,10/28/2021 3:38:04 AM,10/28/2021 11:21:59 PM,,,2539,4
000000000017,4,Pickup,000008,WAREHOUSE,10/28/2021 3:09:15 PM,10/29/2021 10:58:01 PM,,,3859,1
000000000017,5,Dropoff,000004,#003,10/29/2021 4:15:20 AM,10/29/2021 6:21:11 PM,,,2617,3
000000000017,6,Other cargo change,000004,DC,10/30/2021 7:08:42 PM,10/31/2021 5:23:53 PM,,,807,3
000000000017,7,Pickup,000001,WHSE,10/30/2021 9:47:20 PM,11/1/2021 3:27:11 AM,,,2316,1
000000000017,8,Pickup,000008,WAREHOUSE,10/31/2021 1:36:06 PM,10/31/2021 6:19:40 PM,,,2454,4
000000000017,9,Dropoff,000004,#002,11/1/2021 4:13:17 AM,11/1/2021 5:03:36 PM,,,1751,2
000000000017,10,Dropoff,000001,WHSE,11/1/2021 7:14:55 PM,11/2/2021 4:03:13 PM,11/2/2021 1:47:10 AM,11/2/2021 9:46:03 AM,1382,0
000000000018,1,Pickup,000008,WAREHOUSE,10/27/2021 10:31:16 PM,10/28/2021 4:09:25 AM,,,1634,1
000000000018,2,Carrier-related,,,10/27/2021 10:45:36 PM,10/28/2021 1:07:48 AM,,,1818,3
000000000018,3,Pickup,000003,MAIN,10/28/2021 2:45:52 AM,10/28/2021 5:45:32 AM,,,2575,3
000000000018,4,Dropoff,000008,WAREHOUSE,10/28/2021 8:05:06 AM,10/28/2021 10:44:53 AM,,,3743,1
000000000018,5,Pickup,000008,#0002,10/28/2021 8:24:57 AM,10/28/2021 12:51:53 PM,,,2244,2
000000000018,6,Pickup,000004,DC,10/28/2021 4:17:19 PM,10/29/2021 1:19:19 AM,,,2015,4
000000000018,7,Pickup,000009,IFMN-PLANT,10/28/2021 7:37:10 PM,10/28/2021 11:49:24 PM,,,1261,3
000000000018,8,Carrier-related,000010,HOME,10/28/2021 9:37:15 PM,10/29/2021 4:33:35 AM,,,3819,4
000000000018,9,Dropoff,,,10/29/2021 7:48:39 AM,10/29/2021 1:28:21 PM,10/29/2021 3:20:09 PM,10/30/2021 1:55:23 AM,2698,1
000000000019,1,Pickup,000001,WHSE,10/29/2021 12:51:53 AM,10/29/2021 2:01:04 PM,,,1278,3
000000000019,2,Other cargo change,000010,HOME,10/29/2021 8:18:18 AM,10/29/2021 9:26:40 PM,,,1025,0
000000000019,3,Carrier-related,,,10/29/2021 9:33:47 PM,10/30/2021 10:36:27 AM,,,2265,4
000000000019,4,Carrier-related,000002,#0001,10/30/2021 11:02:47 AM,10/31/2021 12:15:47 AM,,,278,2
000000000019,5,Dropoff,,,10/30/2021 10:23:20 PM,10/31/2021 3:01:26 PM,,,2258,0
000000000019,6,Dropoff,000008,#0003,10/31/2021 1:45:06 AM,10/31/2021 6:58:17 PM,,,2820,3
000000000019,7,Carrier-related,000008,#0001,10/31/2021 3:38:22 PM,10/31/2021 7:46:18 PM,,,1614,2
000000000019,8,Dropoff,000004,#002,10/31/2021 4:02:38 PM,11/1/2021 4:09:22 AM,10/31/2021 10:15:48 PM,11/1/2021 6:34:22 AM,143,4
000000000020,1,Pickup,000004,DC,10/29/2021 6:03:34 PM,10/30/2021 8:28:27 AM,,,2829,3
000000000020,2,Other cargo change,000009,IFMN-PLANT,10/29/2021 9:25:41 PM,10/30/2021 3:52:12 AM,,,1914,4
000000000020,3,Other cargo change,000004,DC,10/30/2021 3:52:50 PM,10/31/2021 4:33:33 AM,,,1914,1
000000000020,4,Other cargo change,000001,PLANT,10/30/2021 9:06:01 PM,10/31/2021 3:50:59 PM,,,3476,2
000000000020,5,Dropoff,000005,MAIN,10/31/2021 7:08:45 AM,10/31/2021 8:28:20 PM,,,1883,1
000000000020,6,Dropoff,000004,#003,10/31/2021 5:03:07 PM,11/1/2021 7:25:00 AM,10/31/2021 8:58:12 PM,11/2/2021 12:48:32 AM,2474,4
000000000021,1,Pickup,000009,IFMN-PLANT,10/30/2021 6:07:00 PM,10/31/2021 2:32:37 AM,,,3273,4
000000000021,2,Other cargo change,000010,HOME,10/30/2021 8:18:28 PM,10/30/2021 11:48:28 PM,,,1488,3
000000000021,3,Other cargo change,000008,WAREHOUSE,10/30/2021 8:36:21 PM,10/30/2021 9:02:19 PM,,,2533,4
000000000021,4,Other cargo change,000001,WHSE,10/31/2021 6:38:47 AM,10/31/2021 4:19:26 PM,,,981,3
000000000021,5,Carrier-related,,,10/31/2021 2:43:43 PM,10/31/2021 8:22:47 PM,,,3448,3
000000000021,6,Pickup,000004,#003,11/1/2021 12:49:05 AM,11/1/2021 1:30:55 AM,,,1373,4
000000000021,7,Carrier-related,000008,WAREHOUSE,11/1/2021 4:49:03 AM,11/1/2021 5:13:28 AM,,,1206,4
000000000021,8,Dropoff,,,11/1/2021 5:50:52 AM,11/1/2021 9:30:15 AM,,,3197,2
000000000021,9,Other cargo change,000004,#002,11/1/2021 6:11:10 AM,11/1/2021 9:30:09 AM,,,897,0
000000000021,10,Pickup,000008,#0002,11/1/2021 10:23:58 AM,11/1/2021 1:23:45 PM,,,1832,2
000000000021,11,Other cargo change,000008,WAREHOUSE,11/1/2021 12:17:38 PM,11/1/2021 5:36:39 PM,,,2305,1
000000000021,12,Dropoff,000004,DC,11/1/2021 4:27:44 PM,11/1/2021 10:02:46 PM,,,1156,4
000000000021,13,Dropoff,000009,IFMN-PLANT,11/2/2021 1:18:37 AM,11/2/2021 4:27:56 AM,,,562,0
000000000021,14,Carrier-related,000008,#0004,11/2/2021 2:41:15 AM,11/2/2021 6:12:04 AM,,,2689,4
000000000021,15,Carrier-related,000008,#0001,11/2/2021 10:56:50 AM,11/2/2021 8:23:21 PM,,,1149,4
000000000021,16,Dropoff,,,11/2/2021 12:35:27 PM,11/2/2021 9:13:27 PM,11/2/2021 4:32:36 PM,11/2/2021 5:59:33 PM,2956,1
000000000022,1,Pickup,000009,IFMN-PLANT,11/1/2021 11:50:57 PM,11/2/2021 11:12:46 PM,,,278,2
000000000022,2,Dropoff,000008,#0003,11/3/2021 2:44:12 PM,11/4/2021 11:10:34 AM,,,2750,0
000000000022,3,Dropoff,000001,WHSE,11/4/2021 11:18:00 AM,11/5/2021 2:32:47 AM,,,1609,0
000000000022,4,Pickup,000010,HOME,11/4/2021 12:15:17 PM,11/4/2021 1:32:08 PM,,,2291,4
000000000022,5,Pickup,000001,PLANT,11/5/2021 4:33:04 PM,11/6/2021 10:31:24 PM,,,777,2
000000000022,6,Dropoff,000008,#0004,11/7/2021 5:29:40 AM,11/8/2021 7:27:29 AM,11/8/2021 11:58:59 AM,11/9/2021 1:57:35 AM,3815,2
000000000023,1,Pickup,000004,DC,11/3/2021 9:05:02 AM,11/3/2021 5:37:45 PM,,,1932,4
000000000023,2,Other cargo change,000009,IFMN-PLANT,11/5/2021 3:33:59 AM,11/6/2021 11:31:53 AM,,,2998,2
000000000023,3,Carrier-related,,,11/6/2021 6:11:30 PM,11/7/2021 4:03:35 AM,,,2588,2
000000000023,4,Carrier-related,000008,#0003,11/8/2021 12:00:48 PM,11/10/2021 4:42:18 AM,,,3158,4
000000000023,5,Other cargo change,,,11/10/2021 12:53:17 AM,11/11/2021 6:53:16 PM,,,2858,4
000000000023,6,Other cargo change,000003,MAIN,11/10/2021 5:27:50 AM,11/11/2021 11:48:44 AM,,,1804,0
000000000023,7,Pickup,000008,WAREHOUSE,11/10/2021 3:30:03 PM,11/10/2021 3:48:59 PM,,,2822,4
000000000023,8,Dropoff,000001,PLANT,11/11/2021 4:54:33 AM,11/12/2021 9:43:28 AM,,,2079,4
000000000023,9,Dropoff,000008,WAREHOUSE,11/12/2021 4:55:05 PM,11/13/2021 1:58:07 PM,,,2606,2
000000000023,10,Dropoff,000005,MAIN,11/13/2021 3:13:45 PM,11/15/2021 3:07:32 AM,11/13/2021 5:10:29 PM,11/13/2021 6:59:09 PM,2706,3
000000000024,1,Pickup,000008,WAREHOUSE,11/3/2021 7:34:14 AM,11/4/2021 10:00:27 AM,,,3361,1
000000000024,2,Pickup,000004,DC,11/3/2021 5:04:15 PM,11/3/2021 7:51:35 PM,,,225,3
000000000024,3,Other cargo change,000001,WHSE,11/4/2021 12:22:46 AM,11/4/2021 5:35:31 PM,,,1710,1
000000000024,4,Pickup,000001,PLANT,11/4/2021 9:53:55 PM,11/5/2021 10:51:01 PM,,,3183,4
000000000024,5,Dropoff,000006,#1,11/6/2021 11:19:06 AM,11/6/2021 6:48:16 PM,11/7/2021 4:05:16 PM,11/9/2021 4:33:04 AM,3339,3
000000000025,1,Pickup,000001,WHSE,11/6/2021 1:37:11 AM,11/7/2021 2:35:24 PM,,,254,0
000000000025,2,Carrier-related,,,11/7/2021 6:36:49 PM,11/9/2021 2:18:20 PM,,,1057,3
000000000025,3,Carrier-related,000003,MAIN,11/10/2021 1:40:36 AM,11/10/2021 8:15:34 AM,,,3058,2
000000000025,4,Carrier-related,,,11/10/2021 5:58:50 AM,11/11/2021 2:23:45 AM,,,227,1
000000000025,5,Carrier-related,000001,WHSE,11/11/2021 12:11:32 PM,11/13/2021 9:01:26 PM,,,2042,0
000000000025,6,Dropoff,,,11/11/2021 10:13:19 PM,11/12/2021 1:52:59 PM,11/12/2021 9:37:10 AM,11/12/2021 9:33:07 PM,3134,1
000000000026,1,Pickup,000009,IFMN-PLANT,11/4/2021 6:39:17 PM,11/5/2021 5:46:32 AM,,,741,4
000000000026,2,Pickup,000001,WHSE,11/5/2021 3:02:23 AM,11/5/2021 3:37:00 PM,,,244,4
000000000026,3,Carrier-related,,,11/5/2021 4:39:57 AM,11/5/2021 9:54:52 AM,,,3585,0
000000000026,4,Pickup,000004,#005,11/5/2021 8:46:56 AM,11/5/2021 7:02:56 PM,,,1965,4
000000000026,5,Dropoff,000008,WAREHOUSE,11/5/2021 5:31:54 PM,11/5/2021 5:46:11 PM,,,2049,3
000000000026,6,Pickup,000008,#0001,11/5/2021 8:52:02 PM,11/6/2021 7:46:19 AM,,,2041,4
000000000026,7,Dropoff,000004,DC,11/6/2021 4:03:14 AM,11/6/2021 5:40:38 AM,,,1498,1
000000000026,8,Pickup,000008,WAREHOUSE,11/6/2021 9:53:21 AM,11/6/2021 10:07:08 AM,,,2930,1
000000000026,9,Carrier-related,000010,HOME,11/6/2021 4:56:11 PM,11/6/2021 7:36:00 PM,,,2357,1
000000000026,10,Dropoff,,,11/6/2021 9:06:27 PM,11/7/2021 6:12:48 AM,11/6/2021 11:38:06 PM,11/7/2021 12:25:09 AM,2226,4
000000000027,1,Pickup,000001,WHSE,11/7/2021 7:17:57 AM,11/8/2021 11:57:05 AM,,,2783,2
000000000027,2,Carrier-related,,,11/8/2021 5:30:11 AM,11/9/2021 2:08:43 AM,,,3714,3
000000000027,3,Pickup,000009,IFMN-PLANT,11/10/2021 4:32:06 AM,11/10/2021 2:49:40 PM,,,1860,1
000000000027,4,Pickup,000004,DC,11/10/2021 12:37:15 PM,11/12/2021 5:41:28 AM,,,321,3
000000000027,5,Carrier-related,000001,WHSE,11/10/2021 5:32:54 PM,11/11/2021 6:26:58 PM,,,1222,3
000000000027,6,Carrier-related,,,11/12/2021 11:25:26 AM,11/14/2021 9:19:32 AM,,,190,4
000000000027,7,Dropoff,000002,#0001,11/13/2021 4:10:14 AM,11/15/2021 6:06:32 AM,11/13/2021 11:29:26 PM,11/15/2021 6:45:00 PM,3368,1
000000000028,1,Pickup,000008,WAREHOUSE,11/6/2021 4:34:32 PM,11/6/2021 9:04:37 PM,,,923,2
000000000028,2,Carrier-related,,,11/6/2021 10:29:21 PM,11/7/2021 8:34:48 AM,,,1158,2
000000000028,3,Dropoff,000001,OFFICE,11/7/2021 6:33:43 AM,11/8/2021 10:13:48 PM,11/8/2021 6:57:02 AM,11/9/2021 9:13:40 PM,101,4
000000000029,1,Pickup,000001,PLANT,11/7/2021 4:08:53 PM,11/8/2021 4:15:00 AM,,,322,4
000000000029,2,Dropoff,000004,#001,11/8/2021 1:30:49 AM,11/8/2021 4:16:31 PM,,,3894,4
000000000029,3,Dropoff,000006,#1,11/8/2021 6:12:07 AM,11/8/2021 10:10:25 AM,,,1697,2
000000000029,4,Dropoff,000008,#0003,11/8/2021 5:51:08 PM,11/8/2021 7:43:48 PM,,,160,4
000000000029,5,Dropoff,000004,#005,11/9/2021 2:23:26 AM,11/9/2021 5:55:38 PM,,,1770,4
000000000029,6,Dropoff,000008,#0002,11/9/2021 6:22:39 AM,11/9/2021 9:44:36 AM,,,471,0
000000000029,7,Pickup,000009,IFMN-PLANT,11/9/2021 10:29:54 AM,11/9/2021 2:28:31 PM,,,946,3
000000000029,8,Other cargo change,000001,PLANT,11/9/2021 12:02:55 PM,11/9/2021 5:53:11 PM,,,3456,2
000000000029,9,Dropoff,000008,WAREHOUSE,11/9/2021 2:11:11 PM,11/10/2021 3:17:13 AM,11/9/2021 4:42:10 PM,11/9/2021 8:20:50 PM,2296,0
000000000030,1,Pickup,000001,WHSE,11/8/2021 5:06:16 PM,11/9/2021 1:02:36 AM,,,3966,1
000000000030,2,Other cargo change,000010,HOME,11/9/2021 5:16:46 AM,11/10/2021 2:15:24 AM,,,705,1
000000000030,3,Pickup,000004,DC,11/9/2021 6:34:43 PM,11/10/2021 2:01:29 PM,,,3643,2
000000000030,4,Dropoff,000008,#0001,11/10/2021 12:36:34 PM,11/10/2021 9:42:26 PM,,,1876,0
000000000030,5,Other cargo change,000004,DC,11/11/2021 1:10:20 AM,11/11/2021 3:10:29 AM,,,1168,0
000000000030,6,Other cargo change,000001,PLANT,11/11/2021 12:20:17 PM,11/11/2021 10:03:01 PM,,,184,3
000000000030,7,Dropoff,000001,WHSE,11/12/2021 8:12:57 AM,11/12/2021 11:34:49 PM,,,2644,4
000000000030,8,Other cargo change,000009,IFMN-PLANT,11/12/2021 2:43:54 PM,11/12/2021 5:19:31 PM,,,3610,1
000000000030,9,Carrier-related,,,11/12/2021 9:01:56 PM,11/13/2021 6:09:29 AM,,,2975,4
000000000030,10,Dropoff,000008,#0002,11/13/2021 5:24:05 AM,11/13/2021 7:03:24 AM,,,1016,0
000000000030,11,Other cargo change,000008,#0004,11/13/2021 9:44:46 PM,11/14/2021 9:14:42 AM,,,3155,4
000000000030,12,Pickup,000009,IFMN-PLANT,11/14/2021 2:53:30 PM,11/14/2021 3:44:17 PM,,,2584,3
000000000030,13,Dropoff,000001,PLANT,11/15/2021 2:26:31 AM,11/15/2021 12:59:36 PM,,,3994,2
000000000030,14,Pickup,000004,#005,11/15/2021 9:10:39 PM,11/16/2021 11:35:47 AM,,,1122,1
000000000030,15,Pickup,000008,WAREHOUSE,11/16/2021 4:54:21 PM,11/16/2021 7:01:35 PM,,,2763,1
000000000030,16,Dropoff,000009,IFMN-PLANT,11/16/2021 5:14:27 PM,11/17/2021 2:06:17 AM,11/17/2021 11:35:51 AM,11/18/2021 4:02:59 AM,2464,4
