OrderId,BillOfLadingNumber,PayerCustomerId,CustomerReferenceNumber,CarrierId,OrderPlacedDate,OrderStatus,OrderClosedDate,LoadType
000000000053,55150585712,000004,,000001,12/1/2021 3:26:25 PM,Final,12/10/2021 3:26:25 PM,Refrigerated
000000000054,47047740815,000005,838621335906,000003,12/2/2021 3:26:25 PM,Final,12/5/2021 3:26:25 PM,Refrigerated
000000000055,4398583947,000004,884786272573,000003,12/3/2021 3:26:25 PM,Final,12/12/2021 3:26:25 PM,Refrigerated
000000000056,76554554252,000007,766831911192,000002,12/4/2021 3:26:25 PM,Final,12/10/2021 3:26:25 PM,Dry Van
000000000057,10756895994,000005,952337437550,000003,12/5/2021 3:26:25 PM,Final,12/24/2021 3:26:25 PM,Refrigerated
000000000058,76609440026,000001,445347885562,000003,12/6/2021 3:26:25 PM,Final,12/18/2021 3:26:25 PM,Refrigerated
000000000059,49275286962,000001,,000002,12/7/2021 3:26:25 PM,Final,12/15/2021 3:26:25 PM,Dry Van
000000000060,91839644981,000001,,000003,12/8/2021 3:26:25 PM,Final,12/18/2021 3:26:25 PM,Refrigerated
000000000061,24068575104,000003,717900835762,000001,12/9/2021 3:26:25 PM,Final,12/16/2021 3:26:25 PM,Refrigerated
000000000062,58783692022,000003,486104127136,000001,12/10/2021 3:26:25 PM,Final,12/13/2021 3:26:25 PM,Refrigerated
000000000063,98042822663,000003,475373621824,000002,12/11/2021 3:26:25 PM,Final,12/31/2021 3:26:25 PM,Dry Van
000000000064,29761858489,000003,157587410688,000001,12/12/2021 3:26:25 PM,Final,12/30/2021 3:26:25 PM,Dry Van
000000000065,38467825541,000005,,000004,12/13/2021 3:26:25 PM,Final,12/31/2021 3:26:25 PM,Hazmat
000000000066,42207677955,000003,,000003,12/14/2021 3:26:25 PM,Final,12/29/2021 3:26:25 PM,Refrigerated
000000000067,87685218631,000003,,000004,12/15/2021 3:26:25 PM,Final,12/28/2021 3:26:25 PM,Hazmat
000000000068,92948564966,000001,,000002,12/16/2021 3:26:25 PM,Final,12/28/2021 3:26:25 PM,Dry Van
000000000069,31952280949,000005,328859791520,000003,12/17/2021 3:26:25 PM,Final,1/3/2022 3:26:25 PM,Refrigerated
000000000070,56501692084,000007,,000001,12/18/2021 3:26:25 PM,Final,12/28/2021 3:26:25 PM,Dry Van
000000000071,23455292362,000003,523848141564,000001,12/19/2021 3:26:25 PM,Final,1/6/2022 3:26:25 PM,Refrigerated
000000000072,9173496130,000005,28830137607,000004,12/20/2021 3:26:25 PM,Canceled,12/27/2021 3:26:25 PM,Hazmat
000000000073,65414510573,000007,60262355557,000003,12/21/2021 3:26:25 PM,Final,1/3/2022 3:26:25 PM,Refrigerated
000000000074,19517686299,000005,669279519453,000002,12/22/2021 3:26:25 PM,Final,1/6/2022 3:26:25 PM,Dry Van
000000000075,63473802160,000007,610910650684,000004,12/23/2021 3:26:25 PM,Canceled,1/3/2022 3:26:25 PM,Hazmat
000000000076,83166114616,000003,,000004,12/24/2021 3:26:25 PM,Final,12/28/2021 3:26:25 PM,Dry Van
000000000077,14915590405,000005,,000003,12/25/2021 3:26:25 PM,Final,1/2/2022 3:26:25 PM,Refrigerated
000000000078,86879734435,000005,433337320356,000003,12/26/2021 3:26:25 PM,Final,1/13/2022 3:26:25 PM,Refrigerated
000000000079,58735157655,000001,,000001,12/27/2021 3:26:25 PM,Final,1/6/2022 3:26:25 PM,Refrigerated
000000000080,9923475287,000005,20205932731,000003,12/28/2021 3:26:25 PM,Final,1/10/2022 3:26:25 PM,Refrigerated
000000000081,34067469153,000001,771358001560,000004,12/29/2021 3:26:25 PM,Final,1/11/2022 3:26:25 PM,Hazmat
000000000082,3887234204,000003,22595008564,000001,12/30/2021 3:26:25 PM,Final,1/3/2022 3:26:25 PM,Refrigerated
000000000083,18019094771,000001,368550616897,000003,12/31/2021 3:26:25 PM,Final,1/17/2022 3:26:25 PM,Refrigerated
000000000084,91141157056,000001,877171679041,000001,1/1/2022 3:26:25 PM,Final,1/19/2022 3:26:25 PM,Refrigerated
000000000085,70649254355,000007,333968438157,000001,1/2/2022 3:26:25 PM,Final,1/18/2022 3:26:25 PM,Dry Van
000000000086,82085686719,000007,473887783540,000004,1/3/2022 3:26:25 PM,Final,1/20/2022 3:26:25 PM,Dry Van
000000000087,79337088775,000001,516632201324,000001,1/4/2022 3:26:25 PM,Final,1/13/2022 3:26:25 PM,Dry Van
000000000088,43012971856,000004,,000003,1/5/2022 3:26:25 PM,Final,1/16/2022 3:26:25 PM,Refrigerated
000000000089,56486948698,000005,371758329299,000004,1/6/2022 3:26:25 PM,Final,1/14/2022 3:26:25 PM,Hazmat
000000000090,74171082411,000001,,000002,1/7/2022 3:26:25 PM,Final,1/16/2022 3:26:25 PM,Dry Van
000000000091,31900956739,000007,,000002,1/8/2022 3:26:25 PM,Final,1/26/2022 3:26:25 PM,Dry Van
000000000092,80870399706,000001,,000002,1/9/2022 3:26:25 PM,Final,1/20/2022 3:26:25 PM,Dry Van
000000000093,86617401008,000004,483321536694,000001,1/10/2022 3:26:25 PM,Final,1/14/2022 3:26:25 PM,Dry Van
000000000094,38352101960,000007,640031627569,000004,1/11/2022 3:26:25 PM,Final,1/14/2022 3:26:25 PM,Dry Van
000000000095,61609559420,000005,,000002,1/12/2022 3:26:25 PM,Final,1/19/2022 3:26:25 PM,Dry Van
000000000096,55439781962,000003,108238202730,000003,1/13/2022 3:26:25 PM,Final,2/1/2022 3:26:25 PM,Refrigerated
000000000097,64903534685,000001,265125401957,000001,1/14/2022 3:26:25 PM,Final,1/31/2022 3:26:25 PM,Dry Van
000000000098,26136385734,000001,,000003,1/15/2022 3:26:25 PM,Final,2/1/2022 3:26:25 PM,Refrigerated
000000000099,79604250847,000007,305000346828,000001,1/16/2022 3:26:25 PM,Canceled,1/24/2022 3:26:25 PM,Refrigerated
000000000100,45509406936,000001,256969341867,000001,1/17/2022 3:26:25 PM,Final,2/3/2022 3:26:25 PM,Dry Van
000000000101,84419305099,000003,,000002,1/18/2022 3:26:25 PM,Final,1/24/2022 3:26:25 PM,Dry Van
000000000102,74581613720,000003,586511596321,000003,1/19/2022 3:26:25 PM,Final,1/30/2022 3:26:25 PM,Refrigerated
000000000103,73302335338,000001,752046271139,000004,1/20/2022 3:26:25 PM,Final,2/4/2022 3:26:25 PM,Hazmat
000000000104,54288751456,000001,815457257863,000002,1/21/2022 3:26:25 PM,Final,2/1/2022 3:26:25 PM,Dry Van
000000000105,73884851335,000003,594899791577,000004,1/22/2022 3:26:25 PM,Final,2/2/2022 3:26:25 PM,Dry Van
000000000106,23445521335,000005,908286096621,000003,1/23/2022 3:26:25 PM,Final,1/29/2022 3:26:25 PM,Refrigerated
000000000107,50119618660,000004,406516170424,000001,1/24/2022 3:26:25 PM,Final,2/10/2022 3:26:25 PM,Dry Van
000000000108,70252696510,000001,,000004,1/25/2022 3:26:25 PM,Final,2/11/2022 3:26:25 PM,Hazmat
000000000109,64587695345,000005,541042862120,000004,1/26/2022 3:26:25 PM,Final,2/13/2022 3:26:25 PM,Dry Van
000000000110,49206384620,000005,,000001,1/27/2022 3:26:25 PM,Final,2/15/2022 3:26:25 PM,Dry Van
000000000111,98246129582,000001,89964124559,000001,1/28/2022 3:26:25 PM,Final,2/5/2022 3:26:25 PM,Refrigerated
000000000112,16191073952,000004,224850543892,000001,1/29/2022 3:26:25 PM,Final,2/15/2022 3:26:25 PM,Refrigerated
000000000113,70745919237,000005,808273249920,000004,1/30/2022 3:26:25 PM,Final,2/17/2022 3:26:25 PM,Dry Van
000000000114,21950940532,000001,127862399676,000004,1/31/2022 3:26:25 PM,Final,2/18/2022 3:26:25 PM,Hazmat
000000000115,5482061371,000004,749958607276,000003,2/1/2022 3:26:25 PM,Final,2/20/2022 3:26:25 PM,Refrigerated
000000000116,8465336197,000001,184617751177,000002,2/2/2022 3:26:25 PM,Final,2/10/2022 3:26:25 PM,Dry Van
000000000117,14575030589,000005,907106430707,000001,2/3/2022 3:26:25 PM,Final,2/11/2022 3:26:25 PM,Dry Van
000000000118,20863460327,000003,,000001,2/4/2022 3:26:25 PM,Final,2/11/2022 3:26:25 PM,Dry Van
000000000119,67182765263,000001,,000001,2/5/2022 3:26:25 PM,Final,2/19/2022 3:26:25 PM,Refrigerated
000000000120,98007804555,000004,76530033930,000004,2/6/2022 3:26:25 PM,Final,2/15/2022 3:26:25 PM,Dry Van
000000000121,99626922480,000001,600657069340,000001,2/7/2022 3:26:25 PM,Final,2/19/2022 3:26:25 PM,Dry Van
000000000122,29110145385,000005,662018446972,000001,2/8/2022 3:26:25 PM,Final,2/25/2022 3:26:25 PM,Refrigerated
000000000123,55302111079,000007,896366957819,000001,2/9/2022 3:26:25 PM,Final,2/24/2022 3:26:25 PM,Refrigerated
000000000124,72300537694,000003,418518359479,000001,2/10/2022 3:26:25 PM,Final,2/17/2022 3:26:25 PM,Refrigerated
000000000125,76528028187,000007,,000004,2/11/2022 3:26:25 PM,Canceled,2/21/2022 3:26:25 PM,Dry Van
000000000126,7354218402,000004,659356006913,000001,2/12/2022 3:26:25 PM,Final,3/2/2022 3:26:25 PM,Refrigerated
000000000127,95686607089,000003,8795267563,000004,2/13/2022 3:26:25 PM,Canceled,2/28/2022 3:26:25 PM,Dry Van
000000000128,80111732013,000004,649311605635,000002,2/14/2022 3:26:25 PM,Final,2/21/2022 3:26:25 PM,Dry Van
000000000129,32245431477,000001,244991432410,000002,2/15/2022 3:26:25 PM,Final,2/26/2022 3:26:25 PM,Dry Van
000000000130,18369925776,000007,444426016128,000004,2/16/2022 3:26:25 PM,Final,3/5/2022 3:26:25 PM,Hazmat
000000000131,54114522258,000005,,000003,2/17/2022 3:26:25 PM,Final,2/26/2022 3:26:25 PM,Refrigerated
000000000132,9895938264,000003,516891796869,000003,2/18/2022 3:26:25 PM,Final,2/24/2022 3:26:25 PM,Refrigerated
000000000133,61236134224,000004,,000002,2/19/2022 3:26:25 PM,Final,3/2/2022 3:26:25 PM,Dry Van
000000000134,94932780028,000004,176347950637,000002,2/20/2022 3:26:25 PM,Final,3/11/2022 3:26:25 PM,Dry Van
000000000135,92406128673,000007,51172911650,000003,2/21/2022 3:26:25 PM,Final,3/4/2022 3:26:25 PM,Refrigerated
000000000136,71370451473,000007,908152910899,000002,2/22/2022 3:26:25 PM,Final,3/12/2022 3:26:25 PM,Dry Van
000000000137,3233367426,000004,,000002,2/23/2022 3:26:25 PM,Final,3/5/2022 3:26:25 PM,Dry Van
000000000138,66347264214,000005,602001221585,000004,2/24/2022 3:26:25 PM,Final,3/8/2022 3:26:25 PM,Hazmat
000000000139,63495484113,000004,11101818974,000004,2/25/2022 3:26:25 PM,Final,3/15/2022 3:26:25 PM,Dry Van
000000000140,52587489980,000003,713214868534,000003,2/26/2022 3:26:25 PM,Final,3/8/2022 3:26:25 PM,Refrigerated
000000000141,66664994962,000001,,000004,2/27/2022 3:26:25 PM,Final,3/14/2022 3:26:25 PM,Hazmat
000000000142,41212148776,000003,810051640319,000003,2/28/2022 3:26:25 PM,Final,3/5/2022 3:26:25 PM,Refrigerated
000000000143,77837726784,000003,563526790277,000003,3/1/2022 3:26:25 PM,Final,3/20/2022 3:26:25 PM,Refrigerated
000000000144,37262339162,000001,944888693625,000003,3/2/2022 3:26:25 PM,Final,3/15/2022 3:26:25 PM,Refrigerated
000000000145,62813222918,000001,,000002,3/3/2022 3:26:25 PM,Canceled,3/8/2022 3:26:25 PM,Dry Van
000000000146,65424744342,000005,,000003,3/4/2022 3:26:25 PM,Final,3/9/2022 3:26:25 PM,Refrigerated
000000000147,45564287441,000004,145454350878,000001,3/5/2022 3:26:25 PM,Final,3/19/2022 3:26:25 PM,Dry Van
000000000148,76529266273,000004,,000003,3/6/2022 3:26:25 PM,Canceled,3/10/2022 3:26:25 PM,Refrigerated
000000000149,63170298847,000004,399639268572,000001,3/7/2022 3:26:25 PM,Final,3/12/2022 3:26:25 PM,Refrigerated
000000000150,4734495178,000007,316454737759,000004,3/8/2022 3:26:25 PM,Final,3/19/2022 3:26:25 PM,Dry Van
000000000151,52538228428,000003,989748920958,000001,3/9/2022 3:26:25 PM,Final,3/22/2022 3:26:25 PM,Refrigerated
000000000152,83584589752,000004,,000004,3/10/2022 3:26:25 PM,Final,3/30/2022 3:26:25 PM,Dry Van
000000000153,1066923218,000007,245888074228,000002,3/11/2022 3:26:25 PM,Final,3/29/2022 3:26:25 PM,Dry Van
000000000154,86629756743,000004,817048095324,000001,3/12/2022 3:26:25 PM,Final,3/24/2022 3:26:25 PM,Refrigerated
000000000155,76510905810,000005,839372860776,000001,3/13/2022 3:26:25 PM,Final,4/2/2022 3:26:25 PM,Refrigerated
000000000156,3769308603,000003,,000003,3/14/2022 3:26:25 PM,Final,3/23/2022 3:26:25 PM,Refrigerated
000000000157,90652617838,000007,232863976527,000004,3/15/2022 3:26:25 PM,Final,4/3/2022 3:26:25 PM,Dry Van
000000000158,41556578580,000003,364411493434,000001,3/16/2022 3:26:25 PM,Final,3/27/2022 3:26:25 PM,Refrigerated
000000000159,84696942360,000005,,000001,3/17/2022 3:26:25 PM,Final,3/20/2022 3:26:25 PM,Dry Van
000000000160,42710655754,000005,145837577613,000004,3/18/2022 3:26:25 PM,Final,4/4/2022 3:26:25 PM,Dry Van
000000000161,29387752085,000003,324148065456,000004,3/19/2022 3:26:25 PM,Final,3/29/2022 3:26:25 PM,Hazmat
000000000162,98280660055,000003,387707046237,000002,3/20/2022 3:26:25 PM,Final,3/30/2022 3:26:25 PM,Dry Van
000000000163,77974301566,000007,,000003,3/21/2022 3:26:25 PM,Final,3/31/2022 3:26:25 PM,Refrigerated
000000000164,87263221739,000007,991040833411,000002,3/22/2022 3:26:25 PM,Final,4/6/2022 3:26:25 PM,Dry Van
000000000165,60107501557,000005,168209093903,000002,3/23/2022 3:26:25 PM,Canceled,4/10/2022 3:26:25 PM,Dry Van
000000000166,71558730133,000004,,000002,3/24/2022 3:26:25 PM,Final,4/9/2022 3:26:25 PM,Dry Van
000000000167,94585125502,000007,,000003,3/25/2022 3:26:25 PM,Final,4/11/2022 3:26:25 PM,Refrigerated
000000000168,8167546185,000003,,000004,3/26/2022 3:26:25 PM,Final,4/7/2022 3:26:25 PM,Dry Van
000000000169,37156394178,000005,148118397399,000004,3/27/2022 3:26:25 PM,Final,4/4/2022 3:26:25 PM,Hazmat
000000000170,23496133308,000003,,000003,3/28/2022 3:26:25 PM,Final,4/4/2022 3:26:25 PM,Refrigerated
000000000171,64333430701,000003,150684695115,000004,3/29/2022 3:26:25 PM,Final,4/14/2022 3:26:25 PM,Dry Van
000000000172,9634327305,000004,,000003,3/30/2022 3:26:25 PM,Final,4/2/2022 3:26:25 PM,Refrigerated
000000000173,97380420477,000004,459353306513,000001,3/31/2022 3:26:25 PM,Final,4/8/2022 3:26:25 PM,Refrigerated
000000000174,42727544739,000005,392361698289,000004,4/1/2022 3:26:25 PM,Final,4/15/2022 3:26:25 PM,Hazmat
000000000175,85615382609,000005,,000003,4/2/2022 3:26:25 PM,Final,4/20/2022 3:26:25 PM,Refrigerated
000000000176,48166797979,000005,,000004,4/3/2022 3:26:25 PM,Final,4/17/2022 3:26:25 PM,Dry Van
000000000177,46320058565,000004,,000001,4/4/2022 3:26:25 PM,Final,4/18/2022 3:26:25 PM,Refrigerated
000000000178,43519066704,000005,242023556673,000003,4/5/2022 3:26:25 PM,Final,4/18/2022 3:26:25 PM,Refrigerated
000000000179,85404164384,000001,211917744283,000004,4/6/2022 3:26:25 PM,Final,4/23/2022 3:26:25 PM,Dry Van
000000000180,37684649966,000004,415318785643,000002,4/7/2022 3:26:25 PM,Final,4/22/2022 3:26:25 PM,Dry Van
000000000181,40819288608,000003,823256439348,000004,4/8/2022 3:26:25 PM,Canceled,4/14/2022 3:26:25 PM,Dry Van
000000000182,64284041092,000001,,000003,4/9/2022 3:26:25 PM,Final,4/15/2022 3:26:25 PM,Refrigerated
000000000183,77313405658,000004,630762548781,000001,4/10/2022 3:26:25 PM,Final,4/29/2022 3:26:25 PM,Dry Van
000000000184,22896849089,000004,,000001,4/11/2022 3:26:25 PM,Final,4/26/2022 3:26:25 PM,Refrigerated
000000000185,73473343570,000001,,000004,4/12/2022 3:26:25 PM,Canceled,4/17/2022 3:26:25 PM,Hazmat
000000000186,68881941135,000005,528951381854,000002,4/13/2022 3:26:25 PM,Final,4/25/2022 3:26:25 PM,Dry Van
000000000187,66995941991,000007,191941618913,000004,4/14/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Dry Van
000000000188,34202068956,000003,228818562558,000002,4/15/2022 3:26:25 PM,Final,4/30/2022 3:26:25 PM,Dry Van
000000000189,5124654132,000007,192417388214,000001,4/16/2022 3:26:25 PM,Final,4/30/2022 3:26:25 PM,Dry Van
000000000190,13713513339,000007,357488681937,000004,4/17/2022 3:26:25 PM,Final,4/23/2022 3:26:25 PM,Hazmat
000000000191,44853171484,000004,299941859235,000004,4/18/2022 3:26:25 PM,Final,4/24/2022 3:26:25 PM,Hazmat
000000000192,2938280582,000003,301601126077,000004,4/19/2022 3:26:25 PM,Final,5/2/2022 3:26:25 PM,Hazmat
000000000193,5042493143,000005,264593894683,000002,4/20/2022 3:26:25 PM,Final,4/26/2022 3:26:25 PM,Dry Van
000000000194,37101820869,000005,9286430437,000001,4/21/2022 3:26:25 PM,Final,4/25/2022 3:26:25 PM,Dry Van
000000000195,51081691341,000005,622067519910,000004,4/22/2022 3:26:25 PM,Final,5/1/2022 3:26:25 PM,Dry Van
000000000196,34436472978,000007,,000002,4/23/2022 3:26:25 PM,Canceled,5/7/2022 3:26:25 PM,Dry Van
000000000197,80366974720,000007,153366790207,000002,4/24/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Dry Van
000000000198,10317177778,000007,76107517176,000001,4/25/2022 3:26:25 PM,Final,5/14/2022 3:26:25 PM,Refrigerated
000000000199,55587482456,000003,,000004,4/26/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Dry Van
000000000200,93967752196,000007,794296755544,000002,4/27/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Dry Van
000000000201,71641676346,000005,40543674452,000002,4/28/2022 3:26:25 PM,Final,5/14/2022 3:26:25 PM,Dry Van
000000000202,36228228336,000003,363963420339,000004,4/29/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Hazmat
000000000203,65114774073,000004,375933819896,000002,4/30/2022 3:26:25 PM,Final,5/7/2022 3:26:25 PM,Dry Van
000000000204,79273491044,000007,,000003,5/1/2022 3:26:25 PM,Final,5/4/2022 3:26:25 PM,Refrigerated
000000000205,85484218787,000007,78812471126,000004,5/2/2022 3:26:25 PM,Final,5/21/2022 3:26:25 PM,Dry Van
000000000206,27059568032,000007,985157401763,000003,5/3/2022 3:26:25 PM,Final,5/20/2022 3:26:25 PM,Refrigerated
000000000207,8089093186,000004,29905920579,000002,5/4/2022 3:26:25 PM,Final,5/16/2022 3:26:25 PM,Dry Van
000000000208,58406646757,000004,,000004,5/5/2022 3:26:25 PM,Final,5/18/2022 3:26:25 PM,Hazmat
000000000209,35214030164,000004,,000004,5/6/2022 3:26:25 PM,Final,5/21/2022 3:26:25 PM,Dry Van
000000000210,64988183970,000001,763598515590,000003,5/7/2022 3:26:25 PM,Final,5/10/2022 3:26:25 PM,Refrigerated
000000000211,97025313071,000004,,000002,5/8/2022 3:26:25 PM,Final,5/18/2022 3:26:25 PM,Dry Van
000000000212,35999726439,000003,647564080321,000004,5/9/2022 3:26:25 PM,Final,5/27/2022 3:26:25 PM,Dry Van
000000000213,91168799962,000005,203127461300,000004,5/10/2022 3:26:25 PM,Canceled,5/21/2022 3:26:25 PM,Dry Van
000000000214,26102722234,000005,359482439698,000002,5/11/2022 3:26:25 PM,Final,5/14/2022 3:26:25 PM,Dry Van
000000000215,80970702902,000003,,000004,5/12/2022 3:26:25 PM,Final,5/31/2022 3:26:25 PM,Hazmat
000000000216,50278495367,000005,319915526583,000003,5/13/2022 3:26:25 PM,Final,5/22/2022 3:26:25 PM,Refrigerated
000000000217,16610851299,000003,511559301122,000002,5/14/2022 3:26:25 PM,Final,5/27/2022 3:26:25 PM,Dry Van
000000000218,60473453846,000004,,000004,5/15/2022 3:26:25 PM,Final,5/25/2022 3:26:25 PM,Hazmat
000000000219,46585058507,000005,833959532926,000002,5/16/2022 3:26:25 PM,Canceled,6/1/2022 3:26:25 PM,Dry Van
000000000220,95598024982,000005,,000002,5/17/2022 3:26:25 PM,Final,5/29/2022 3:26:25 PM,Dry Van
000000000221,84734130771,000003,275824542880,000002,5/18/2022 3:26:25 PM,Final,6/3/2022 3:26:25 PM,Dry Van
000000000222,29518118133,000001,945236694113,000004,5/19/2022 3:26:25 PM,Final,5/27/2022 3:26:25 PM,Hazmat
000000000223,39194416833,000007,,000001,5/20/2022 3:26:25 PM,Final,6/2/2022 3:26:25 PM,Dry Van
000000000224,80663690236,000004,,000002,5/21/2022 3:26:25 PM,Final,6/3/2022 3:26:25 PM,Dry Van
000000000225,31568624691,000005,,000001,5/22/2022 3:26:25 PM,Final,6/4/2022 3:26:25 PM,Dry Van
000000000226,11273404628,000007,784185999370,000003,5/23/2022 3:26:25 PM,Final,6/6/2022 3:26:25 PM,Refrigerated
