OrderId,StopSequenceNumber,StopType,CustomerId,LocationId,MinExpectedArrivalTime,MaxExpectedArrivalTime,ActualArrivalTime,DepartureTime,Distance,ChargePerDistanceUnit
"000000000006",2,"Other cargo change","000008","WAREHOUSE",10/16/2021 4:55:14 AM,10/16/2021 5:06:45 AM,,,430,4
"000000000006",3,"Dropoff","000001","WHSE",10/16/2021 11:34:53 PM,10/17/2021 4:10:29 PM,,,3428,2
"000000000006",4,"Dropoff","000008","#0002",10/17/2021 6:27:29 AM,10/17/2021 7:22:10 PM,,,3957,1
"000000000006",5,"Carrier-related",,,10/17/2021 9:31:20 AM,10/18/2021 1:31:47 AM,,,3799,0
"000000000006",6,"Carrier-related","000006","#1",10/18/2021 4:01:58 AM,10/18/2021 1:23:09 PM,,,1426,0
"000000000006",7,"Carrier-related",,,10/18/2021 6:52:40 AM,10/18/2021 1:59:09 PM,,,1957,1
"000000000006",8,"Carrier-related","000001","OFFICE",10/18/2021 9:31:06 PM,10/19/2021 7:02:02 AM,,,621,4
"000000000006",9,"Dropoff",,,10/19/2021 10:04:52 AM,10/19/2021 6:54:39 PM,10/19/2021 4:47:26 PM,10/19/2021 11:03:11 PM,256,3
"000000000007",1,"Pickup","000009","IFMN-PLANT",10/17/2021 5:03:54 AM,10/17/2021 2:50:05 PM,,,3638,4
"000000000007",2,"Other cargo change","000004","DC",10/17/2021 11:02:24 AM,10/19/2021 1:19:40 AM,,,1342,1
"000000000007",3,"Carrier-related",,,10/18/2021 8:27:41 PM,10/19/2021 3:18:38 AM,,,3653,3
"000000000007",4,"Pickup","000008","#0003",10/19/2021 10:58:13 PM,10/20/2021 9:00:17 PM,,,1523,0
"000000000007",5,"Dropoff","000010","HOME",10/21/2021 5:59:05 AM,10/22/2021 4:34:28 PM,10/21/2021 4:48:07 PM,10/22/2021 5:37:35 AM,968,1
"000000000008",1,"Pickup","000001","WHSE",10/17/2021 6:18:43 PM,10/17/2021 10:05:11 PM,,,902,2
"000000000008",2,"Other cargo change","000004","DC",10/18/2021 1:05:19 AM,10/18/2021 3:05:39 AM,,,2910,2
"000000000008",3,"Carrier-related",,,10/18/2021 7:14:27 AM,10/18/2021 10:28:57 AM,,,1095,2
"000000000008",4,"Other cargo change","000004","#001",10/18/2021 9:03:30 AM,10/18/2021 1:10:14 PM,,,886,0
"000000000008",5,"Other cargo change","000001","WHSE",10/18/2021 1:13:09 PM,10/18/2021 1:42:51 PM,,,3106,1
"000000000008",6,"Other cargo change","000008","WAREHOUSE",10/18/2021 9:41:31 PM,10/19/2021 6:21:30 AM,,,2642,3
"000000000008",7,"Carrier-related","000010","HOME",10/19/2021 4:12:52 AM,10/19/2021 9:39:52 AM,,,3098,4
"000000000008",8,"Pickup",,,10/19/2021 11:03:16 AM,10/19/2021 7:46:52 PM,,,2888,4
"000000000008",9,"Carrier-related","000004","DC",10/19/2021 1:41:58 PM,10/19/2021 9:25:28 PM,,,1155,4
"000000000008",10,"Pickup","000001","WHSE",10/19/2021 5:24:50 PM,10/19/2021 7:50:17 PM,,,150,0
"000000000008",11,"Dropoff",,,10/19/2021 7:35:03 PM,10/19/2021 8:58:52 PM,10/20/2021 2:47:05 AM,10/20/2021 10:10:01 AM,566,1
"000000000009",1,"Pickup","000008","WAREHOUSE",10/19/2021 5:57:53 PM,10/20/2021 1:43:37 AM,,,921,2
"000000000009",2,"Dropoff","000004","#001",10/19/2021 6:24:28 PM,10/21/2021 1:31:29 AM,,,1605,1
"000000000009",3,"Pickup","000001","WHSE",10/21/2021 7:23:14 AM,10/22/2021 12:00:02 AM,,,2598,0
"000000000009",4,"Other cargo change","000009","IFMN-PLANT",10/21/2021 9:20:24 AM,10/22/2021 8:52:19 AM,,,2945,4
"000000000009",5,"Pickup","000004","DC",10/22/2021 9:28:19 AM,10/22/2021 10:54:48 AM,,,3095,3
"000000000009",6,"Pickup","000010","HOME",10/22/2021 9:55:26 PM,10/22/2021 10:54:19 PM,,,248,2
"000000000009",7,"Other cargo change","000001","PLANT",10/23/2021 6:16:30 PM,10/23/2021 10:34:55 PM,,,1495,1
"000000000009",8,"Pickup","000008","WAREHOUSE",10/24/2021 12:46:35 AM,10/25/2021 1:32:41 PM,,,1379,1
"000000000009",9,"Dropoff","000004","#002",10/24/2021 1:02:28 PM,10/24/2021 1:55:43 PM,10/26/2021 12:59:58 AM,10/26/2021 8:01:53 PM,1775,4
"000000000010",1,"Pickup","000004","DC",10/19/2021 5:33:57 PM,10/19/2021 9:27:02 PM,,,1487,2
"000000000010",2,"Carrier-related",,,10/20/2021 4:44:02 AM,10/20/2021 10:23:23 AM,,,2904,3
"000000000010",3,"Dropoff","000004","OFFICE",10/20/2021 7:20:08 PM,10/21/2021 2:03:51 AM,,,3926,3
"000000000010",4,"Other cargo change","000008","#0001",10/21/2021 8:36:28 AM,10/21/2021 11:38:09 PM,,,2038,2
"000000000010",5,"Other cargo change","000004","DC",10/22/2021 2:10:22 AM,10/22/2021 8:01:14 PM,,,3548,3
"000000000010",6,"Dropoff","000001","PLANT",10/22/2021 10:57:17 AM,10/23/2021 2:41:13 AM,10/22/2021 7:28:18 PM,10/23/2021 2:40:07 PM,3507,0
"000000000011",1,"Pickup","000001","WHSE",10/25/2021 6:30:19 PM,10/30/2021 5:03:30 PM,,,2433,4
"000000000011",2,"Pickup","000004","DC",10/25/2021 9:39:02 PM,10/27/2021 9:30:05 AM,,,2142,4
"000000000011",3,"Dropoff","000006","#1",10/27/2021 8:57:52 AM,10/28/2021 4:44:29 AM,10/30/2021 7:17:28 PM,11/3/2021 10:00:21 AM,590,0
"000000000012",1,"Pickup","000001","PLANT",10/22/2021 1:42:58 AM,10/22/2021 1:44:26 AM,,,1364,3
"000000000012",2,"Dropoff","000008","#0001",10/22/2021 1:18:32 PM,10/22/2021 7:14:18 PM,,,1929,2
"000000000012",3,"Dropoff","000008","#0002",10/22/2021 5:59:30 PM,10/23/2021 3:32:54 AM,,,1963,1
"000000000012",4,"Other cargo change","000009","IFMN-PLANT",10/22/2021 8:56:45 PM,10/23/2021 6:00:07 AM,,,631,2
"000000000012",5,"Dropoff","000008","#0002",10/23/2021 2:13:52 AM,10/23/2021 8:34:22 AM,10/23/2021 3:19:38 PM,10/23/2021 8:01:06 PM,1055,1
"000000000013",1,"Pickup","000001","PLANT",10/23/2021 12:17:07 PM,10/24/2021 12:05:51 PM,,,3336,4
"000000000013",2,"Dropoff","000008","#0004",10/24/2021 3:19:02 AM,10/24/2021 3:20:18 AM,,,3718,3
"000000000013",3,"Pickup","000008","WAREHOUSE",10/25/2021 5:49:36 AM,10/26/2021 2:38:16 PM,,,1450,4
"000000000013",4,"Pickup","000001","WHSE",10/25/2021 9:46:21 AM,10/26/2021 12:18:03 PM,,,3843,2
"000000000013",5,"Dropoff","000004","#003",10/26/2021 6:58:30 AM,10/27/2021 3:50:17 AM,,,496,2
"000000000013",6,"Pickup","000009","IFMN-PLANT",10/26/2021 12:11:22 PM,10/27/2021 4:12:01 PM,,,1795,0
"000000000013",7,"Dropoff","000008","#0003",10/27/2021 5:30:33 PM,10/28/2021 6:57:12 AM,,,1672,4
"000000000013",8,"Pickup","000001","PLANT",10/28/2021 8:33:22 AM,10/28/2021 9:00:52 PM,,,1522,2
"000000000013",9,"Pickup","000001","WHSE",10/29/2021 4:24:17 AM,10/30/2021 6:58:10 PM,,,3530,3
"000000000013",10,"Dropoff","000004","#005",10/30/2021 2:19:24 AM,10/30/2021 4:48:21 AM,10/31/2021 8:31:39 PM,11/2/2021 10:27:08 AM,3671,1
"000000000014",1,"Pickup","000010","HOME",10/24/2021 6:12:12 AM,10/25/2021 1:03:42 PM,,,1950,2
"000000000014",2,"Pickup","000001","WHSE",10/25/2021 1:26:17 AM,10/26/2021 6:47:33 AM,,,1395,2
"000000000014",3,"Other cargo change","000008","WAREHOUSE",10/25/2021 3:44:26 AM,10/25/2021 5:33:23 PM,,,1957,4
"000000000014",4,"Other cargo change","000001","WHSE",10/26/2021 4:47:50 AM,10/26/2021 9:41:47 PM,,,3536,4
"000000000014",5,"Carrier-related",,,10/26/2021 11:25:35 AM,10/27/2021 2:54:08 PM,,,1516,3
"000000000014",6,"Other cargo change","000001","PLANT",10/26/2021 7:45:13 PM,10/27/2021 2:52:32 PM,,,513,3
"000000000014",7,"Other cargo change","000010","HOME",10/27/2021 8:33:32 PM,10/29/2021 12:46:01 AM,,,3706,1
"000000000014",8,"Carrier-related","000001","PLANT",10/29/2021 9:23:11 AM,10/30/2021 11:48:25 AM,,,271,4
"000000000014",9,"Dropoff",,,10/30/2021 6:11:17 PM,10/31/2021 3:33:55 PM,10/31/2021 3:37:58 PM,11/1/2021 10:30:29 AM,3853,1
"000000000015",1,"Pickup","000008","WAREHOUSE",10/24/2021 6:10:45 PM,10/24/2021 8:36:21 PM,,,2445,4
"000000000015",2,"Carrier-related",,,10/24/2021 9:50:46 PM,10/25/2021 12:01:34 PM,,,200,1
"000000000015",3,"Other cargo change","000001","PLANT",10/25/2021 9:11:29 AM,10/25/2021 12:52:01 PM,,,159,3
"000000000015",4,"Pickup","000008","WAREHOUSE",10/26/2021 12:11:08 AM,10/26/2021 10:20:49 AM,,,200,3
"000000000015",5,"Pickup","000004","DC",10/26/2021 4:39:26 PM,10/27/2021 1:54:14 AM,,,1000,4
"000000000015",6,"Carrier-related","000008","WAREHOUSE",10/26/2021 8:59:25 PM,10/27/2021 7:14:54 AM,,,3311,3
"000000000015",7,"Dropoff",,,10/27/2021 12:31:49 AM,10/27/2021 6:12:27 AM,10/27/2021 10:25:55 AM,10/27/2021 4:15:40 PM,1866,2
"000000000016",1,"Pickup","000001","PLANT",10/27/2021 5:24:55 PM,10/30/2021 12:37:08 PM,10/30/2021 1:19:22 PM,10/31/2021 8:14:31 PM,211,2
"000000000016",2,"Pickup","000008","WAREHOUSE",10/29/2021 5:47:12 AM,10/31/2021 9:42:44 AM,10/29/2021 10:33:03 AM,10/30/2021 4:11:42 AM,1361,4
"000000000016",3,"Pickup","000004","DC",10/30/2021 5:40:19 PM,11/2/2021 4:56:21 PM,10/31/2021 12:41:16 PM,11/3/2021 2:28:47 AM,1019,3
"000000000016",4,"Pickup","000008","WAREHOUSE",11/1/2021 2:13:29 AM,11/4/2021 12:36:49 AM,11/2/2021 9:32:44 AM,11/3/2021 6:03:03 AM,2076,2
"000000000016",5,"Pickup","000001","WHSE",11/2/2021 8:23:43 PM,11/5/2021 7:10:58 PM,11/5/2021 6:48:11 AM,11/7/2021 7:23:33 AM,1809,3
"000000000016",6,"Dropoff","000008","#0004",11/4/2021 2:21:55 AM,11/6/2021 1:16:27 AM,11/5/2021 11:19:45 PM,11/7/2021 8:05:30 PM,292,4
"000000000017",1,"Pickup","000008","WAREHOUSE",10/26/2021 7:06:53 PM,10/27/2021 3:56:28 AM,,,1254,4
"000000000017",2,"Dropoff","000004","#002",10/27/2021 10:25:35 AM,10/27/2021 12:00:07 PM,,,205,2
"000000000017",3,"Dropoff","000008","#0001",10/27/2021 8:05:50 PM,10/28/2021 5:30:38 PM,,,1222,2
"000000000017",4,"Dropoff","000006","#1",10/28/2021 2:33:54 PM,10/28/2021 3:53:42 PM,,,1644,4
"000000000017",5,"Dropoff","000002","#0001",10/29/2021 1:04:25 AM,10/29/2021 10:43:19 AM,,,2929,2
"000000000017",6,"Dropoff","000008","#0004",10/29/2021 8:26:09 AM,10/29/2021 11:57:44 PM,,,3424,2
"000000000017",7,"Pickup","000004","DC",10/30/2021 7:23:37 AM,10/30/2021 9:04:29 AM,,,2760,1
"000000000017",8,"Other cargo change","000001","PLANT",10/30/2021 11:31:50 PM,10/31/2021 8:27:26 AM,,,2250,1
"000000000017",9,"Dropoff","000004","#003",10/31/2021 2:22:37 AM,10/31/2021 5:07:30 AM,10/31/2021 6:34:32 AM,10/31/2021 12:20:02 PM,2529,1
"000000000018",1,"Pickup","000004","DC",10/29/2021 4:18:00 PM,10/30/2021 1:36:04 AM,,,3855,1
"000000000018",2,"Pickup","000001","WHSE",10/31/2021 11:17:15 AM,11/1/2021 9:55:58 PM,,,3542,2
"000000000018",3,"Carrier-related",,,11/1/2021 8:10:33 PM,11/3/2021 12:24:11 AM,,,362,2
"000000000018",4,"Dropoff","000008","WAREHOUSE",11/2/2021 9:02:38 AM,11/4/2021 4:50:41 AM,11/2/2021 8:25:11 PM,11/4/2021 7:48:46 PM,1386,4
"000000000019",1,"Pickup","000008","WAREHOUSE",10/31/2021 4:04:51 AM,11/1/2021 10:12:24 PM,,,3362,1
"000000000019",2,"Carrier-related",,,11/2/2021 11:31:28 PM,11/4/2021 8:01:07 AM,,,2006,4
"000000000019",3,"Other cargo change","000005","MAIN",11/3/2021 6:01:24 PM,11/6/2021 10:10:49 PM,,,3963,3
"000000000019",4,"Dropoff","000001","WHSE",11/4/2021 2:12:32 PM,11/6/2021 2:35:09 AM,11/5/2021 9:54:41 PM,11/8/2021 11:54:25 AM,2116,1
"000000000020",1,"Pickup","000008","WAREHOUSE",10/30/2021 2:58:00 PM,10/31/2021 7:06:46 AM,,,3498,2
"000000000020",2,"Dropoff","000008","#0003",10/31/2021 5:07:51 AM,11/1/2021 4:05:35 AM,,,1453,2
"000000000020",3,"Carrier-related",,,11/1/2021 6:23:37 PM,11/2/2021 6:50:16 AM,,,3553,4
"000000000020",4,"Carrier-related","000009","IFMN-PLANT",11/2/2021 6:26:13 PM,11/2/2021 8:51:08 PM,,,2793,0
"000000000020",5,"Pickup",,,11/3/2021 6:06:29 PM,11/3/2021 11:10:55 PM,,,352,4
"000000000020",6,"Carrier-related","000004","#002",11/4/2021 11:40:27 PM,11/6/2021 1:21:32 AM,,,694,1
"000000000020",7,"Dropoff","000010","HOME",11/5/2021 11:45:13 AM,11/6/2021 12:26:11 AM,,,2468,4
"000000000020",8,"Dropoff",,,11/6/2021 1:48:55 PM,11/8/2021 12:24:44 AM,,,3234,0
"000000000020",9,"Carrier-related","000001","OFFICE",11/7/2021 2:55:55 PM,11/8/2021 12:07:50 PM,,,899,4
"000000000020",10,"Dropoff","000001","WHSE",11/8/2021 7:56:23 PM,11/9/2021 4:58:52 PM,11/9/2021 2:49:02 PM,11/11/2021 5:09:31 AM,1839,2
"000000000021",1,"Pickup","000008","WAREHOUSE",11/1/2021 3:00:08 AM,11/2/2021 9:22:06 AM,,,231,0
"000000000021",2,"Pickup","000004","DC",11/2/2021 12:30:35 PM,11/3/2021 2:31:15 PM,,,1048,4
"000000000021",3,"Pickup","000010","HOME",11/4/2021 6:05:52 AM,11/4/2021 1:42:55 PM,,,572,2
"000000000021",4,"Carrier-related",,,11/4/2021 10:54:58 AM,11/5/2021 7:21:22 AM,,,1395,2
"000000000021",5,"Pickup","000008","WAREHOUSE",11/5/2021 11:10:39 AM,11/6/2021 4:02:43 AM,,,2987,0
"000000000021",6,"Pickup","000004","DC",11/5/2021 1:16:16 PM,11/5/2021 9:31:27 PM,,,356,1
"000000000021",7,"Pickup","000009","IFMN-PLANT",11/5/2021 5:24:42 PM,11/6/2021 2:42:47 AM,,,3231,4
"000000000021",8,"Dropoff","000008","WAREHOUSE",11/7/2021 6:03:52 AM,11/8/2021 12:11:09 AM,11/8/2021 7:04:09 AM,11/9/2021 2:39:48 AM,983,3
"000000000022",1,"Pickup","000004","DC",11/1/2021 10:22:23 AM,11/1/2021 3:42:56 PM,,,3795,1
"000000000022",2,"Carrier-related",,,11/2/2021 11:54:25 AM,11/4/2021 12:41:22 PM,,,1310,4
"000000000022",3,"Other cargo change","000004","#005",11/3/2021 11:44:37 PM,11/5/2021 8:13:35 PM,,,527,1
"000000000022",4,"Other cargo change","000008","WAREHOUSE",11/4/2021 11:10:42 PM,11/5/2021 3:06:47 AM,,,2801,2
"000000000022",5,"Dropoff","000010","HOME",11/6/2021 11:59:57 PM,11/7/2021 8:59:32 AM,11/8/2021 9:37:52 PM,11/10/2021 3:23:04 PM,3916,1
"000000000023",1,"Pickup","000008","WAREHOUSE",11/3/2021 6:33:26 PM,11/9/2021 11:15:59 AM,,,3780,4
"000000000023",2,"Other cargo change","000001","PLANT",11/3/2021 8:55:34 PM,11/4/2021 12:42:28 PM,,,230,2
"000000000023",3,"Dropoff","000008","#0001",11/6/2021 12:49:05 PM,11/9/2021 2:55:42 AM,11/6/2021 10:59:33 PM,11/7/2021 8:29:46 AM,291,2
"000000000024",1,"Pickup","000009","IFMN-PLANT",11/4/2021 6:11:25 AM,11/5/2021 10:44:24 AM,,,1820,1
"000000000024",2,"Carrier-related",,,11/8/2021 2:55:22 PM,11/8/2021 6:32:19 PM,,,3894,1
"000000000024",3,"Dropoff","000010","HOME",11/12/2021 10:52:43 AM,11/12/2021 6:22:11 PM,11/16/2021 12:20:42 PM,11/17/2021 7:27:41 AM,3188,1
"000000000025",1,"Pickup","000008","WAREHOUSE",11/4/2021 6:56:59 PM,11/5/2021 10:42:28 PM,,,1297,4
"000000000025",2,"Other cargo change","000010","HOME",11/5/2021 2:38:57 PM,11/6/2021 4:41:52 PM,,,3733,3
"000000000025",3,"Carrier-related",,,11/7/2021 11:38:15 AM,11/7/2021 4:30:29 PM,,,591,3
"000000000025",4,"Dropoff","000008","#0004",11/8/2021 10:16:43 PM,11/9/2021 1:20:50 PM,11/10/2021 1:42:09 PM,11/11/2021 11:40:25 PM,3494,1
"000000000026",1,"Pickup","000010","HOME",11/5/2021 2:11:05 AM,11/5/2021 2:45:21 PM,,,3845,4
"000000000026",2,"Pickup","000008","WAREHOUSE",11/5/2021 10:36:04 AM,11/5/2021 9:01:10 PM,,,2110,1
"000000000026",3,"Pickup","000010","HOME",11/5/2021 11:46:43 PM,11/6/2021 8:26:26 AM,,,2154,4
"000000000026",4,"Pickup","000001","PLANT",11/6/2021 2:45:44 AM,11/6/2021 1:05:25 PM,,,3349,1
"000000000026",5,"Pickup","000009","IFMN-PLANT",11/6/2021 11:43:24 AM,11/6/2021 2:44:42 PM,,,450,2
"000000000026",6,"Pickup","000001","WHSE",11/6/2021 2:42:02 PM,11/6/2021 10:18:31 PM,,,1228,0
"000000000026",7,"Carrier-related",,,11/6/2021 6:07:41 PM,11/6/2021 10:53:43 PM,,,1829,3
"000000000026",8,"Dropoff","000004","#001",11/7/2021 12:31:16 AM,11/7/2021 8:37:06 AM,,,2374,1
"000000000026",9,"Dropoff","000008","#0004",11/7/2021 2:57:46 AM,11/7/2021 10:44:37 AM,11/7/2021 12:01:58 PM,11/7/2021 8:49:43 PM,3309,1
"000000000027",1,"Pickup","000001","WHSE",11/5/2021 5:08:31 PM,11/5/2021 6:46:58 PM,,,3973,3
"000000000027",2,"Pickup","000009","IFMN-PLANT",11/6/2021 6:31:32 PM,11/7/2021 5:05:01 PM,,,2430,2
"000000000027",3,"Pickup","000001","WHSE",11/7/2021 10:33:40 PM,11/8/2021 9:54:15 PM,,,3856,4
"000000000027",4,"Pickup","000004","DC",11/8/2021 6:02:35 AM,11/9/2021 3:16:44 AM,,,2153,0
"000000000027",5,"Pickup","000008","WAREHOUSE",11/8/2021 7:00:02 PM,11/9/2021 1:40:18 PM,,,297,0
"000000000027",6,"Pickup","000010","HOME",11/9/2021 5:15:41 PM,11/10/2021 8:34:09 PM,,,1744,4
"000000000027",7,"Dropoff","000008","#0003",11/10/2021 5:58:00 AM,11/11/2021 7:10:23 AM,11/11/2021 1:09:55 AM,11/11/2021 6:32:48 PM,2830,4
"000000000028",1,"Pickup","000001","PLANT",11/6/2021 8:19:10 PM,11/6/2021 8:52:35 PM,,,2055,2
"000000000028",2,"Other cargo change","000001","WHSE",11/6/2021 11:50:44 PM,11/7/2021 12:38:02 AM,,,3121,4
"000000000028",3,"Dropoff","000004","#003",11/7/2021 3:51:33 AM,11/7/2021 6:41:22 AM,,,3669,4
"000000000028",4,"Pickup","000004","DC",11/7/2021 7:26:28 AM,11/7/2021 9:34:48 AM,,,3540,1
"000000000028",5,"Pickup","000009","IFMN-PLANT",11/7/2021 7:32:05 AM,11/7/2021 11:07:42 AM,,,3711,4
"000000000028",6,"Dropoff","000001","WHSE",11/7/2021 11:26:04 AM,11/7/2021 3:47:38 PM,,,1220,4
"000000000028",7,"Pickup","000010","HOME",11/7/2021 3:05:56 PM,11/7/2021 3:23:08 PM,,,2128,3
"000000000028",8,"Other cargo change","000009","IFMN-PLANT",11/7/2021 6:23:04 PM,11/7/2021 8:04:22 PM,,,1969,4
"000000000028",9,"Pickup","000008","WAREHOUSE",11/7/2021 8:31:06 PM,11/8/2021 12:55:44 AM,,,794,2
"000000000028",10,"Other cargo change","000001","WHSE",11/7/2021 11:32:29 PM,11/8/2021 4:11:49 AM,,,1129,3
"000000000028",11,"Other cargo change","000001","PLANT",11/8/2021 12:35:50 AM,11/8/2021 1:23:59 AM,,,3760,3
"000000000028",12,"Pickup","000009","IFMN-PLANT",11/8/2021 1:37:07 AM,11/8/2021 4:56:58 AM,,,3840,3
"000000000028",13,"Dropoff","000006","#1",11/8/2021 3:16:05 AM,11/8/2021 5:54:03 AM,,,2365,2
"000000000028",14,"Other cargo change","000009","IFMN-PLANT",11/8/2021 4:04:18 AM,11/8/2021 4:52:21 AM,,,316,4
"000000000028",15,"Dropoff","000001","WHSE",11/8/2021 4:31:33 AM,11/8/2021 8:50:34 AM,11/8/2021 8:13:26 AM,11/8/2021 12:52:53 PM,2164,0
"000000000029",1,"Pickup","000009","IFMN-PLANT",11/12/2021 1:57:34 AM,11/14/2021 1:24:02 AM,,,2508,1
"000000000029",2,"Carrier-related",,,11/16/2021 11:49:56 AM,11/21/2021 12:04:10 AM,,,3979,2
"000000000029",3,"Dropoff","000004","OFFICE",11/17/2021 6:58:15 PM,11/20/2021 7:19:26 AM,11/21/2021 10:22:46 PM,11/26/2021 7:23:32 PM,3733,2
"000000000030",1,"Pickup","000009","IFMN-PLANT",11/10/2021 9:49:01 PM,11/13/2021 7:47:05 PM,,,156,1
"000000000030",2,"Other cargo change","000010","HOME",11/11/2021 10:26:32 PM,11/12/2021 11:20:15 PM,,,2692,1
"000000000030",3,"Other cargo change","000001","WHSE",11/14/2021 2:22:53 PM,11/14/2021 5:32:57 PM,,,3742,1
"000000000030",4,"Other cargo change","000001","PLANT",11/15/2021 3:33:20 PM,11/15/2021 8:18:04 PM,,,1092,0
"000000000030",5,"Dropoff","000005","MAIN",11/17/2021 10:35:25 AM,11/19/2021 3:37:52 PM,11/20/2021 6:06:08 AM,11/21/2021 4:17:10 PM,2151,1
"000000000031",1,"Pickup","000004","DC",11/9/2021 9:01:00 PM,11/10/2021 7:05:49 PM,,,3373,3
"000000000031",2,"Other cargo change","000009","IFMN-PLANT",11/10/2021 1:05:01 AM,11/10/2021 8:30:21 AM,,,3327,4
"000000000031",3,"Other cargo change","000001","WHSE",11/10/2021 5:23:43 AM,11/10/2021 10:58:54 AM,,,772,2
"000000000031",4,"Other cargo change","000009","IFMN-PLANT",11/10/2021 2:58:25 PM,11/11/2021 4:38:52 PM,,,3228,3
"000000000031",5,"Other cargo change","000001","PLANT",11/10/2021 10:42:18 PM,11/11/2021 1:47:21 PM,,,2719,3
"000000000031",6,"Other cargo change","000008","WAREHOUSE",11/11/2021 4:30:58 AM,11/11/2021 4:46:08 PM,,,2345,1
"000000000031",7,"Dropoff","000008","#0001",11/12/2021 9:25:43 AM,11/12/2021 11:19:58 AM,,,1481,3
"000000000031",8,"Dropoff","000008","#0002",11/12/2021 12:55:36 PM,11/12/2021 5:37:55 PM,,,721,3
